frame_index,target_id,bbox_left,bbox_top,bbox_width,bbox_height,score,object_category,time
1033,33,623.475,297.000,138.995,141.221,1,1,34.433
1033,34,469.914,312.689,144.998,147.614,1,1,34.433
1033,35,685.235,414.396,168.998,165.002,1,1,34.433
1033,36,548.992,431.518,126.515,132.998,1,1,34.433
1033,37,376.781,402.739,130.995,157.550,1,1,34.433
1033,90,608.435,550.490,151.002,142.999,1,1,34.433
1034,27,333.222,1.001,150.886,135.108,1,1,34.467
1034,28,584.115,1.001,124.442,138.002,1,1,34.467
1034,29,697.562,29.448,163.328,144.223,1,1,34.467
1034,30,549.517,124.927,138.995,135.007,1,1,34.467
1034,31,423.130,177.718,140.186,136.980,1,1,34.467
1034,32,683.494,177.746,140.147,137.369,1,1,34.467
1034,33,623.450,288.324,138.995,140.998,1,1,34.467
1034,34,469.773,303.840,144.998,147.557,1,1,34.467
1034,35,685.133,405.497,168.998,165.002,1,1,34.467
1034,36,548.838,422.856,126.554,132.998,1,1,34.467
1034,37,376.704,394.114,130.995,157.644,1,1,34.467
1034,90,608.294,541.534,151.002,142.999,1,1,34.467
1035,27,333.222,1.001,150.886,119.556,1,1,34.500
1035,28,584.115,1.001,124.442,113.558,1,1,34.500
1035,29,697.562,29.448,163.328,127.555,1,1,34.500
1035,30,549.453,115.366,138.995,134.863,1,1,34.500
1035,31,423.117,168.754,139.878,136.843,1,1,34.500
1035,32,683.571,169.070,140.122,137.174,1,1,34.500
1035,33,623.437,279.648,138.995,140.774,1,1,34.500
1035,34,469.632,294.998,144.998,147.499,1,1,34.500
1035,35,685.043,396.598,168.998,165.002,1,1,34.500
1035,36,548.685,414.194,126.579,132.998,1,1,34.500
1035,37,376.614,385.495,130.995,157.745,1,1,34.500
1035,39,586.662,656.669,186.662,63.331,1,1,34.500
1035,90,608.154,532.577,151.002,142.999,1,1,34.500
1036,27,333.222,1.001,150.886,112.889,1,1,34.533
1036,28,584.115,1.001,124.442,105.775,1,1,34.533
1036,29,697.562,1.001,163.328,133.114,1,1,34.533
1036,30,549.376,105.804,138.995,134.719,1,1,34.533
1036,31,423.091,159.797,139.558,136.699,1,1,34.533
1036,32,683.635,160.387,140.109,136.980,1,1,34.533
1036,33,623.424,270.965,138.995,140.558,1,1,34.533
1036,34,469.491,286.150,144.998,147.442,1,1,34.533
1036,35,684.954,387.698,168.998,165.002,1,1,34.533
1036,36,548.531,405.533,126.618,132.998,1,1,34.533
1036,37,376.538,376.870,130.995,157.838,1,1,34.533
1036,39,593.331,651.485,167.782,67.406,1,1,34.533
1036,90,608.013,523.613,151.002,142.999,1,1,34.533
1037,27,333.222,1.001,150.886,112.889,1,1,34.567
1037,28,584.115,1.001,124.442,105.775,1,1,34.567
1037,29,697.562,1.001,163.328,133.114,1,1,34.567
1037,30,549.299,99.576,138.995,134.575,1,1,34.567
1037,31,423.078,150.840,139.251,136.562,1,1,34.567
1037,32,683.712,151.711,140.083,136.786,1,1,34.567
1037,33,623.398,262.289,138.995,140.335,1,1,34.567
1037,34,469.363,277.308,144.998,147.384,1,1,34.567
1037,35,684.864,378.799,168.998,165.002,1,1,34.567
1037,36,548.378,396.864,126.643,132.998,1,1,34.567
1037,37,376.461,368.244,130.995,157.932,1,1,34.567
1037,39,600.000,646.294,148.890,71.482,1,1,34.567
1037,90,607.872,514.656,151.002,142.999,1,1,34.567
1038,27,333.222,1.001,150.886,90.670,1,1,34.600
1038,28,584.115,1.001,124.442,84.665,1,1,34.600
1038,29,697.562,1.001,163.328,127.555,1,1,34.600
1038,30,549.222,89.186,138.995,134.431,1,1,34.600
1038,31,423.053,141.876,138.944,136.418,1,1,34.600
1038,32,683.789,143.035,140.058,136.584,1,1,34.600
1038,33,623.386,253.613,138.995,140.112,1,1,34.600
1038,34,469.222,268.459,144.998,147.326,1,1,34.600
1038,35,684.774,369.893,168.998,165.002,1,1,34.600
1038,36,548.224,388.202,126.682,132.998,1,1,34.600
1038,37,376.371,359.618,130.995,158.033,1,1,34.600
1038,39,606.669,641.110,129.997,75.557,1,1,34.600
1038,90,607.731,505.699,151.002,142.999,1,1,34.600
1039,27,333.222,1.001,150.886,77.335,1,1,34.633
1039,28,584.115,1.001,124.442,84.665,1,1,34.633
1039,29,697.562,1.001,163.328,112.003,1,1,34.633
1039,30,549.146,78.790,138.995,134.287,1,1,34.633
1039,31,423.040,132.919,138.624,136.282,1,1,34.633
1039,32,683.853,134.359,140.045,136.390,1,1,34.633
1039,33,623.373,244.930,138.995,139.889,1,1,34.633
1039,34,469.082,259.610,144.998,147.269,1,1,34.633
1039,35,684.672,360.994,168.998,165.002,1,1,34.633
1039,36,548.070,379.541,126.707,132.998,1,1,34.633
1039,37,376.294,350.993,130.995,158.126,1,1,34.633
1039,39,606.669,633.334,129.997,83.333,1,1,34.633
1039,90,607.590,496.742,151.002,142.999,1,1,34.633
1040,27,333.222,1.001,150.886,77.335,1,1,34.667
1040,28,584.115,1.001,124.442,84.665,1,1,34.667
1040,29,697.562,1.001,163.328,112.003,1,1,34.667
1040,30,549.069,68.393,138.995,134.143,1,1,34.667
1040,31,423.014,123.962,138.317,136.138,1,1,34.667
1040,32,683.930,125.676,140.019,136.195,1,1,34.667
1040,33,623.347,236.254,138.995,139.666,1,1,34.667
1040,34,468.941,250.769,144.998,147.211,1,1,34.667
1040,35,684.582,352.094,168.998,165.002,1,1,34.667
1040,36,547.930,370.879,126.746,132.998,1,1,34.667
1040,37,376.205,342.367,130.995,158.227,1,1,34.667
1040,39,606.669,633.334,129.997,83.333,1,1,34.667
1040,90,607.450,487.786,151.002,142.999,1,1,34.667
1041,27,333.222,1.001,150.886,61.776,1,1,34.700
1041,28,584.115,1.001,124.442,64.663,1,1,34.700
1041,29,697.562,1.001,163.328,94.219,1,1,34.700
1041,30,549.005,58.003,138.995,133.999,1,1,34.700
1041,31,423.002,114.998,137.997,136.001,1,1,34.700
1041,32,683.994,117.000,139.994,136.001,1,1,34.700
1041,33,623.334,227.570,138.995,139.442,1,1,34.700
1041,34,468.800,241.920,144.998,147.154,1,1,34.700
1041,35,684.493,343.195,168.998,165.002,1,1,34.700
1041,36,547.776,362.210,126.771,132.998,1,1,34.700
1041,37,376.128,333.742,130.995,158.321,1,1,34.700
1041,39,606.669,616.666,129.997,100.001,1,1,34.700
1041,90,607.309,478.822,151.002,142.999,1,1,34.700
1042,27,333.222,1.001,150.886,50.666,1,1,34.733
1042,28,584.115,1.001,124.442,53.554,1,1,34.733
1042,29,697.562,1.001,163.328,86.443,1,1,34.733
1042,30,549.005,58.003,138.995,133.999,1,1,34.733
1042,31,423.002,108.331,137.997,136.001,1,1,34.733
1042,32,683.994,109.224,139.994,136.001,1,1,34.733
1042,33,623.322,218.894,138.995,139.219,1,1,34.733
1042,34,470.886,226.411,144.998,147.096,1,1,34.733
1042,35,684.403,328.738,168.998,165.002,1,1,34.733
1042,36,547.622,353.549,126.810,132.998,1,1,34.733
1042,37,374.938,320.674,130.995,158.422,1,1,34.733
1042,39,605.555,605.556,129.997,106.668,1,1,34.733
1042,90,607.168,469.865,151.002,142.999,1,1,34.733
1043,27,333.222,1.001,150.886,50.666,1,1,34.767
1043,28,584.115,1.001,124.442,53.554,1,1,34.767
1043,29,697.562,1.001,163.328,85.334,1,1,34.767
1043,30,549.005,54.670,138.995,133.999,1,1,34.767
1043,31,423.002,108.331,137.997,136.001,1,1,34.767
1043,32,683.994,109.224,139.994,136.001,1,1,34.767
1043,33,623.309,210.218,138.995,139.003,1,1,34.767
1043,34,470.618,227.916,144.998,147.038,1,1,34.767
1043,35,685.427,326.657,168.998,165.002,1,1,34.767
1043,36,547.469,344.887,126.835,132.998,1,1,34.767
1043,37,374.886,317.722,130.995,158.515,1,1,34.767
1043,39,606.579,606.751,129.997,106.668,1,1,34.767
1043,90,607.027,460.908,151.002,142.999,1,1,34.767
1044,29,697.562,1.001,163.328,68.666,1,1,34.800
1044,30,547.891,34.668,138.995,133.999,1,1,34.800
1044,31,423.002,90.554,137.997,136.001,1,1,34.800
1044,32,677.338,90.331,139.994,136.001,1,1,34.800
1044,33,623.283,201.535,138.995,138.780,1,1,34.800
1044,34,470.362,214.416,144.998,146.981,1,1,34.800
1044,35,685.299,314.388,168.998,165.002,1,1,34.800
1044,36,547.315,334.001,126.874,132.998,1,1,34.800
1044,37,374.822,309.067,130.995,158.616,1,1,34.800
1044,39,606.490,590.011,129.997,106.668,1,1,34.800
1044,90,606.886,451.951,151.002,142.999,1,1,34.800
1045,29,697.562,1.001,163.328,64.778,1,1,34.833
1045,30,547.891,24.667,138.995,133.999,1,1,34.833
1045,31,423.002,86.112,137.997,136.001,1,1,34.833
1045,32,678.438,82.555,139.994,136.001,1,1,34.833
1045,33,623.270,192.859,138.995,138.557,1,1,34.833
1045,34,470.106,202.298,144.998,146.923,1,1,34.833
1045,35,685.171,305.546,168.998,165.002,1,1,34.833
1045,36,547.162,325.397,126.899,132.998,1,1,34.833
1045,37,374.771,300.406,130.995,158.710,1,1,34.833
1045,39,606.387,581.177,129.997,106.668,1,1,34.833
1045,90,606.746,442.994,151.002,142.999,1,1,34.833
1046,29,697.562,1.001,163.328,60.890,1,1,34.867
1046,30,547.891,24.667,138.995,133.999,1,1,34.867
1046,31,423.002,86.112,137.997,136.001,1,1,34.867
1046,32,678.438,82.555,139.994,136.001,1,1,34.867
1046,33,623.258,188.626,138.995,138.334,1,1,34.867
1046,34,469.850,198.158,144.998,146.866,1,1,34.867
1046,35,685.056,302.263,168.998,165.002,1,1,34.867
1046,36,547.008,320.134,126.938,132.998,1,1,34.867
1046,37,376.947,292.860,130.995,158.803,1,1,34.867
1046,39,606.285,572.335,129.997,108.886,1,1,34.867
1046,90,606.605,434.030,151.002,142.999,1,1,34.867
1047,30,546.778,1.001,138.995,133.999,1,1,34.900
1047,31,421.888,66.110,137.997,136.001,1,1,34.900
1047,32,676.224,61.445,139.994,136.001,1,1,34.900
1047,33,623.232,174.096,138.995,138.110,1,1,34.900
1047,34,466.266,181.505,144.998,146.808,1,1,34.900
1047,35,681.600,287.705,168.998,165.002,1,1,34.900
1047,36,546.854,311.436,126.963,132.998,1,1,34.900
1047,37,379.110,276.422,130.995,158.904,1,1,34.900
1047,39,606.195,563.501,129.997,108.857,1,1,34.900
1047,90,606.464,425.074,151.002,142.999,1,1,34.900
1048,30,546.778,1.001,138.995,133.999,1,1,34.933
1048,31,421.888,58.334,137.997,136.001,1,1,34.933
1048,32,676.224,57.002,139.994,136.001,1,1,34.933
1048,33,623.219,162.180,138.995,137.887,1,1,34.933
1048,34,466.240,173.182,144.998,146.750,1,1,34.933
1048,35,681.574,278.870,168.998,165.002,1,1,34.933
1048,36,546.714,302.731,127.002,132.998,1,1,34.933
1048,37,378.918,267.970,130.995,158.998,1,1,34.933
1048,39,606.093,554.659,129.997,108.821,1,1,34.933
1048,90,606.323,416.117,151.002,142.999,1,1,34.933
1049,30,546.778,1.001,138.995,133.999,1,1,34.967
1049,31,421.888,58.334,137.997,136.001,1,1,34.967
1049,32,676.224,57.002,139.994,136.001,1,1,34.967
1049,33,623.206,153.864,138.995,137.664,1,1,34.967
1049,34,466.227,169.308,144.998,146.693,1,1,34.967
1049,35,681.562,273.370,168.998,165.002,1,1,34.967
1049,36,546.560,294.034,127.027,132.998,1,1,34.967
1049,37,378.739,259.524,130.995,159.098,1,1,34.967
1049,39,605.990,545.818,129.997,114.343,1,1,34.967
1049,90,606.182,407.160,151.002,142.999,1,1,34.967
1050,30,546.778,1.001,138.995,113.998,1,1,35.000
1050,31,421.888,39.442,137.997,136.001,1,1,35.000
1050,32,681.779,39.226,139.994,136.001,1,1,35.000
1050,33,623.181,145.541,138.995,137.448,1,1,35.000
1050,34,466.202,160.610,144.998,146.635,1,1,35.000
1050,35,681.536,264.420,168.998,165.002,1,1,35.000
1050,36,546.406,285.329,127.066,132.998,1,1,35.000
1050,37,378.547,251.071,130.995,159.192,1,1,35.000
1050,39,605.901,536.983,129.997,114.214,1,1,35.000
1050,40,489.997,646.668,132.224,72.223,1,1,35.000
1050,90,606.042,398.203,151.002,142.999,1,1,35.000
1051,30,546.778,1.001,138.995,107.330,1,1,35.033
1051,31,425.216,28.332,137.997,136.001,1,1,35.033
1051,32,679.552,27.000,139.994,136.001,1,1,35.033
1051,33,623.168,137.218,138.995,137.225,1,1,35.033
1051,34,466.189,151.920,144.998,146.578,1,1,35.033
1051,35,681.523,255.478,168.998,165.002,1,1,35.033
1051,36,546.253,276.631,127.091,132.998,1,1,35.033
1051,37,378.355,242.618,130.995,159.293,1,1,35.033
1051,39,605.798,528.142,129.997,114.091,1,1,35.033
1051,40,474.445,646.668,147.776,72.223,1,1,35.033
1051,90,605.901,389.246,151.002,142.999,1,1,35.033
1052,30,546.778,1.001,138.995,107.330,1,1,35.067
1052,31,425.216,28.332,137.997,136.001,1,1,35.067
1052,32,679.552,27.000,139.994,136.001,1,1,35.067
1052,33,623.155,128.894,138.995,137.002,1,1,35.067
1052,34,466.163,143.230,144.998,146.520,1,1,35.067
1052,35,681.498,246.528,168.998,165.002,1,1,35.067
1052,36,546.099,267.926,127.130,132.998,1,1,35.067
1052,37,378.163,234.166,130.995,159.386,1,1,35.067
1052,39,605.696,519.307,129.997,113.962,1,1,35.067
1052,40,474.445,646.668,147.776,72.223,1,1,35.067
1052,90,605.760,380.282,151.002,142.999,1,1,35.067
1053,30,546.778,1.001,138.995,90.670,1,1,35.100
1053,31,425.216,11.664,137.997,136.001,1,1,35.100
1053,32,677.338,10.332,145.562,136.001,1,1,35.100
1053,33,623.130,120.571,138.995,136.778,1,1,35.100
1053,34,466.150,134.539,144.998,146.462,1,1,35.100
1053,35,678.157,235.361,168.998,165.002,1,1,35.100
1053,36,545.946,259.229,127.155,132.998,1,1,35.100
1053,37,377.971,225.720,130.995,159.487,1,1,35.100
1053,39,605.606,507.132,129.997,113.839,1,1,35.100
1053,40,474.445,623.333,147.776,95.558,1,1,35.100
1053,90,605.619,371.326,151.002,142.999,1,1,35.100
1054,30,546.778,1.001,138.995,76.219,1,1,35.133
1054,31,426.330,1.001,137.997,136.001,1,1,35.133
1054,32,677.338,1.001,145.562,136.001,1,1,35.133
1054,33,623.117,107.806,138.995,136.555,1,1,35.133
1054,34,466.138,125.842,144.998,146.405,1,1,35.133
1054,35,678.259,223.171,168.998,165.002,1,1,35.133
1054,36,545.792,247.190,127.194,132.998,1,1,35.133
1054,37,377.779,213.934,130.995,159.581,1,1,35.133
1054,39,605.504,498.355,129.997,113.710,1,1,35.133
1054,40,474.445,618.890,147.776,100.001,1,1,35.133
1054,90,605.478,362.369,151.002,142.999,1,1,35.133
1055,30,546.778,1.001,138.995,76.219,1,1,35.167
1055,31,426.330,1.001,137.997,136.001,1,1,35.167
1055,32,677.338,1.001,145.562,136.001,1,1,35.167
1055,33,623.104,100.123,138.995,136.332,1,1,35.167
1055,34,466.112,117.151,144.998,146.347,1,1,35.167
1055,35,678.374,214.445,168.998,165.002,1,1,35.167
1055,36,545.651,238.622,127.232,132.998,1,1,35.167
1055,37,377.587,205.618,130.995,159.674,1,1,35.167
1055,39,605.402,489.571,129.997,113.587,1,1,35.167
1055,40,474.445,618.890,147.776,100.001,1,1,35.167
1055,90,605.338,353.412,151.002,142.999,1,1,35.167
1056,30,546.778,1.001,138.995,61.776,1,1,35.200
1056,31,426.330,1.001,137.997,118.224,1,1,35.200
1056,32,677.338,1.001,145.562,124.891,1,1,35.200
1056,33,623.078,92.434,138.995,136.109,1,1,35.200
1056,34,466.099,108.461,144.998,146.290,1,1,35.200
1056,35,678.477,205.718,168.998,165.002,1,1,35.200
1056,36,545.498,230.054,127.258,132.998,1,1,35.200
1056,37,377.395,197.302,130.995,159.775,1,1,35.200
1056,39,605.312,480.794,129.997,113.458,1,1,35.200
1056,40,474.445,598.889,147.776,120.002,1,1,35.200
1056,90,605.197,344.455,151.002,142.999,1,1,35.200
1057,30,546.778,1.001,138.995,54.000,1,1,35.233
1057,31,426.330,1.001,137.997,110.448,1,1,35.233
1057,32,677.338,1.001,145.562,114.890,1,1,35.233
1057,33,623.066,84.744,138.995,135.886,1,1,35.233
1057,34,466.074,99.770,144.998,146.232,1,1,35.233
1057,35,678.592,196.985,168.998,165.002,1,1,35.233
1057,36,545.344,221.486,127.296,132.998,1,1,35.233
1057,37,377.203,188.978,130.995,159.869,1,1,35.233
1057,39,605.210,472.010,129.997,113.335,1,1,35.233
1057,40,474.445,592.222,148.890,126.670,1,1,35.233
1057,90,605.069,335.491,151.002,142.999,1,1,35.233
1058,30,546.778,1.001,138.995,54.000,1,1,35.267
1058,31,426.330,1.001,137.997,110.448,1,1,35.267
1058,32,677.338,1.001,145.562,114.890,1,1,35.267
1058,33,623.053,77.062,138.995,135.670,1,1,35.267
1058,34,466.061,91.073,144.998,146.174,1,1,35.267
1058,35,678.694,188.258,168.998,165.002,1,1,35.267
1058,36,545.190,212.918,127.322,132.998,1,1,35.267
1058,37,377.011,180.662,130.995,159.970,1,1,35.267
1058,39,605.107,463.234,129.997,113.206,1,1,35.267
1058,40,474.445,592.222,148.890,126.670,1,1,35.267
1058,90,604.928,326.534,151.002,142.999,1,1,35.267
1059,31,426.330,1.001,137.997,92.664,1,1,35.300
1059,32,677.338,1.001,145.562,97.114,1,1,35.300
1059,33,623.040,69.372,138.995,135.446,1,1,35.300
1059,34,466.035,82.382,144.998,146.117,1,1,35.300
1059,35,678.810,179.532,168.998,165.002,1,1,35.300
1059,36,545.037,204.350,127.360,132.998,1,1,35.300
1059,37,376.819,172.346,130.995,160.063,1,1,35.300
1059,39,605.018,454.450,129.997,113.083,1,1,35.300
1059,40,474.445,591.113,148.890,127.778,1,1,35.300
1059,90,604.787,317.578,151.002,142.999,1,1,35.300
1060,31,426.330,1.001,137.997,87.113,1,1,35.333
1060,32,677.338,1.001,145.562,88.222,1,1,35.333
1060,33,623.014,61.690,138.995,135.223,1,1,35.333
1060,34,466.022,73.692,144.998,146.059,1,1,35.333
1060,35,678.912,170.806,168.998,165.002,1,1,35.333
1060,36,544.883,195.782,127.386,132.998,1,1,35.333
1060,37,376.627,164.030,130.995,160.164,1,1,35.333
1060,39,604.915,445.673,129.997,112.954,1,1,35.333
1060,40,474.445,575.554,148.890,143.330,1,1,35.333
1060,90,604.646,308.621,151.002,142.999,1,1,35.333
1061,31,426.330,1.001,137.997,87.113,1,1,35.367
1061,32,677.338,1.001,145.562,88.222,1,1,35.367
1061,33,623.002,54.000,138.995,135.000,1,1,35.367
1061,34,465.997,65.002,144.998,146.002,1,1,35.367
1061,35,679.027,166.529,168.998,165.002,1,1,35.367
1061,36,544.730,187.222,127.424,132.998,1,1,35.367
1061,37,376.435,155.714,130.995,160.258,1,1,35.367
1061,39,604.813,441.338,129.997,112.831,1,1,35.367
1061,40,474.445,575.669,148.890,143.330,1,1,35.367
1061,90,604.506,299.664,151.002,142.999,1,1,35.367
1062,31,426.330,1.001,137.997,67.111,1,1,35.400
1062,32,677.338,1.001,145.562,67.111,1,1,35.400
1062,33,623.002,39.557,138.995,135.000,1,1,35.400
1062,34,468.224,48.334,144.998,146.002,1,1,35.400
1062,35,679.142,153.108,168.998,165.002,1,1,35.400
1062,36,544.576,178.654,127.450,132.998,1,1,35.400
1062,37,376.243,141.840,130.995,160.358,1,1,35.400
1062,39,604.723,428.018,129.997,112.702,1,1,35.400
1062,40,474.445,564.552,148.890,154.447,1,1,35.400
1062,90,604.365,290.700,151.002,142.999,1,1,35.400
1063,31,426.330,1.001,137.997,67.111,1,1,35.433
1063,32,677.338,1.001,145.562,67.111,1,1,35.433
1063,33,621.888,31.781,138.995,135.000,1,1,35.433
1063,34,468.224,48.334,144.998,146.002,1,1,35.433
1063,35,679.245,144.396,168.998,165.002,1,1,35.433
1063,36,544.435,170.086,127.488,132.998,1,1,35.433
1063,37,376.064,133.848,130.995,160.452,1,1,35.433
1063,39,604.621,419.242,129.997,112.579,1,1,35.433
1063,40,474.445,564.552,148.890,154.447,1,1,35.433
1063,41,626.662,655.668,143.334,63.331,1,1,35.433
1063,90,604.224,281.743,151.002,142.999,1,1,35.433
1064,31,426.330,1.001,137.997,67.111,1,1,35.467
1064,32,677.338,1.001,145.562,67.111,1,1,35.467
1064,33,621.888,31.781,138.995,135.000,1,1,35.467
1064,34,468.224,48.334,144.998,146.002,1,1,35.467
1064,35,680.474,141.242,168.998,165.002,1,1,35.467
1064,36,544.282,164.851,127.514,132.998,1,1,35.467
1064,37,375.872,131.414,130.995,160.546,1,1,35.467
1064,39,604.518,419.357,129.997,112.457,1,1,35.467
1064,40,474.445,564.552,148.890,154.447,1,1,35.467
1064,41,626.662,655.668,143.334,63.331,1,1,35.467
1064,90,604.083,272.786,151.002,142.999,1,1,35.467
1065,31,426.330,1.001,137.997,40.442,1,1,35.500
1065,32,677.338,1.001,145.562,42.667,1,1,35.500
1065,33,621.888,15.113,138.995,135.000,1,1,35.500
1065,34,469.338,21.665,144.998,146.002,1,1,35.500
1065,35,680.499,124.380,168.998,165.002,1,1,35.500
1065,36,544.128,156.060,127.552,132.998,1,1,35.500
1065,37,375.680,123.055,130.995,160.646,1,1,35.500
1065,39,604.429,404.827,129.997,112.327,1,1,35.500
1065,40,473.331,534.557,148.890,167.774,1,1,35.500
1065,41,611.110,643.442,158.886,75.557,1,1,35.500
1065,90,603.942,263.830,151.002,142.999,1,1,35.500
1066,33,623.002,8.446,138.995,135.000,1,1,35.533
1066,34,470.438,17.222,144.998,146.002,1,1,35.533
1066,35,680.538,115.848,168.998,165.002,1,1,35.533
1066,36,543.974,147.269,127.578,132.998,1,1,35.533
1066,37,375.488,114.689,130.995,160.740,1,1,35.533
1066,39,604.326,395.978,129.997,112.205,1,1,35.533
1066,40,473.216,525.377,148.890,168.120,1,1,35.533
1066,41,611.110,631.224,158.886,87.775,1,1,35.533
1066,90,603.802,254.873,151.002,142.999,1,1,35.533
1067,33,623.002,8.446,138.995,135.000,1,1,35.567
1067,34,470.438,17.222,144.998,146.002,1,1,35.567
1067,35,680.576,107.323,168.998,165.002,1,1,35.567
1067,36,543.821,138.478,127.616,132.998,1,1,35.567
1067,37,375.296,106.330,130.995,160.841,1,1,35.567
1067,39,604.224,387.130,129.997,112.075,1,1,35.567
1067,40,473.101,523.973,148.890,168.466,1,1,35.567
1067,41,611.110,631.224,158.886,87.775,1,1,35.567
1067,90,603.661,245.909,151.002,142.999,1,1,35.567
1068,33,624.115,1.001,138.995,135.000,1,1,35.600
1068,34,470.438,1.001,144.998,146.002,1,1,35.600
1068,35,680.614,98.798,168.998,165.002,1,1,35.600
1068,36,543.667,129.686,127.642,132.998,1,1,35.600
1068,37,375.104,97.970,130.995,160.934,1,1,35.600
1068,39,604.122,378.281,129.997,111.953,1,1,35.600
1068,40,472.986,514.656,148.890,168.811,1,1,35.600
1068,41,611.110,617.890,158.886,101.110,1,1,35.600
1068,90,603.520,236.952,151.002,142.999,1,1,35.600
1069,33,624.115,1.001,138.995,116.114,1,1,35.633
1069,34,470.438,1.001,144.998,139.334,1,1,35.633
1069,35,680.640,90.274,168.998,165.002,1,1,35.633
1069,36,543.514,120.902,127.680,132.998,1,1,35.633
1069,37,374.912,80.719,130.995,161.035,1,1,35.633
1069,39,604.032,369.432,129.997,111.823,1,1,35.633
1069,40,472.870,505.332,148.890,169.157,1,1,35.633
1069,41,611.110,601.222,158.886,117.778,1,1,35.633
1069,90,603.379,227.995,151.002,142.999,1,1,35.633
1070,33,624.115,1.001,138.995,116.114,1,1,35.667
1070,34,470.438,1.001,144.998,139.334,1,1,35.667
1070,35,680.678,81.742,168.998,165.002,1,1,35.667
1070,36,543.373,112.111,127.706,132.998,1,1,35.667
1070,37,374.720,79.913,130.995,161.129,1,1,35.667
1070,39,603.930,365.033,129.997,111.701,1,1,35.667
1070,40,472.755,500.458,148.890,169.502,1,1,35.667
1070,41,611.110,601.222,158.886,117.778,1,1,35.667
1070,90,603.238,219.038,151.002,142.999,1,1,35.667
1071,33,624.115,1.001,138.995,101.664,1,1,35.700
1071,34,470.438,1.001,144.998,123.775,1,1,35.700
1071,35,680.717,68.774,168.998,165.002,1,1,35.700
1071,36,543.219,97.762,127.744,132.998,1,1,35.700
1071,37,374.528,67.255,130.995,161.222,1,1,35.700
1071,39,603.827,350.518,129.997,111.571,1,1,35.700
1071,40,472.640,487.728,148.890,169.848,1,1,35.700
1071,41,611.110,592.337,158.886,126.670,1,1,35.700
1071,90,603.098,210.082,151.002,142.999,1,1,35.700
1072,33,624.115,1.001,138.995,83.887,1,1,35.733
1072,34,470.438,1.001,144.998,112.666,1,1,35.733
1072,35,680.755,60.797,168.998,165.002,1,1,35.733
1072,36,543.066,89.669,127.770,132.998,1,1,35.733
1072,37,374.336,59.602,130.995,161.323,1,1,35.733
1072,39,603.738,341.698,129.997,111.449,1,1,35.733
1072,40,472.525,475.056,148.890,170.194,1,1,35.733
1072,41,611.110,586.778,158.886,132.221,1,1,35.733
1072,90,602.957,201.125,151.002,142.999,1,1,35.733
1073,33,624.115,1.001,138.995,83.887,1,1,35.767
1073,34,470.438,1.001,144.998,112.666,1,1,35.767
1073,35,680.781,57.276,168.998,165.002,1,1,35.767
1073,36,542.912,87.127,127.808,132.998,1,1,35.767
1073,37,374.144,59.724,130.995,161.417,1,1,35.767
1073,39,606.976,341.770,129.997,111.319,1,1,35.767
1073,40,472.410,470.225,148.890,170.539,1,1,35.767
1073,41,611.110,586.778,158.886,132.221,1,1,35.767
1073,90,602.816,192.161,151.002,142.999,1,1,35.767
1074,33,624.115,1.001,138.995,58.334,1,1,35.800
1074,34,470.438,1.001,144.998,93.780,1,1,35.800
1074,35,679.706,43.006,168.998,165.002,1,1,35.800
1074,36,542.758,66.996,127.834,132.998,1,1,35.800
1074,37,373.952,46.325,130.995,161.518,1,1,35.800
1074,39,606.784,328.270,129.997,111.197,1,1,35.800
1074,40,472.294,455.306,148.890,170.885,1,1,35.800
1074,41,611.110,566.777,158.886,152.222,1,1,35.800
1074,90,602.675,183.204,151.002,142.999,1,1,35.800
1075,33,624.115,1.001,138.995,50.558,1,1,35.833
1075,34,470.438,1.001,144.998,83.779,1,1,35.833
1075,35,678.861,32.069,168.998,165.002,1,1,35.833
1075,36,542.605,60.199,127.872,132.998,1,1,35.833
1075,37,373.760,33.811,130.995,161.611,1,1,35.833
1075,39,606.592,316.001,129.997,111.067,1,1,35.833
1075,40,472.179,442.721,148.890,171.223,1,1,35.833
1075,41,609.997,560.110,158.886,152.222,1,1,35.833
1075,90,602.534,174.247,151.002,142.999,1,1,35.833
1076,34,470.438,1.001,144.998,83.779,1,1,35.867
1076,35,679.398,30.859,168.998,165.002,1,1,35.867
1076,36,542.451,53.395,127.898,132.998,1,1,35.867
1076,37,373.568,26.863,130.995,161.712,1,1,35.867
1076,39,605.299,314.942,129.997,110.945,1,1,35.867
1076,40,470.963,446.875,148.890,171.569,1,1,35.867
1076,41,610.035,559.166,158.886,152.330,1,1,35.867
1076,90,602.394,165.290,151.002,142.999,1,1,35.867
1077,34,470.438,1.001,144.998,73.778,1,1,35.900
1077,35,679.923,17.798,168.998,165.002,1,1,35.900
1077,36,542.298,43.265,127.936,132.998,1,1,35.900
1077,37,373.376,16.574,130.995,161.806,1,1,35.900
1077,39,606.246,299.210,129.997,110.815,1,1,35.900
1077,40,470.861,432.972,148.890,171.914,1,1,35.900
1077,41,610.074,544.759,158.886,152.438,1,1,35.900
1077,90,602.253,156.334,151.002,142.999,1,1,35.900
1078,34,470.438,1.001,144.998,57.110,1,1,35.933
1078,35,680.461,11.398,168.998,165.002,1,1,35.933
1078,36,542.157,38.131,127.962,132.998,1,1,35.933
1078,37,373.197,11.290,130.995,161.906,1,1,35.933
1078,39,606.054,290.347,129.997,110.693,1,1,35.933
